SMILES,BA_predicted,LogP,QED,TPSA,MW,HBD,HBA,RotBonds
N#Cc1ccc(C(=O)N(CCCNCCCOc2ccc(F)cc2)Cc2ccc(C3CCCC3)nc2)cc1,-5.3135,5.841,0.29,78.25,514.65,1,5,13
CNc1nc(N)c2c(-c3cc(-c4ccc(Cl)cc4)nc(N(=O)=O)c3)cccc2n1,-5.3111,4.544,0.377,119.86,406.83,2,7,4
CCOC(=O)c1ccc(N2C=Nc3nc(C)ccc3NC2=O)cc1,-5.2982,3.279,0.878,83.89,324.34,1,5,3
O=C(Nc1ccc(N(=O)=O)cc1C(F)(F)F)c1ccc(CN2CCOCC2)s1,-5.2918,3.76,0.594,84.71,415.39,1,6,5
CCOc1ccc(C(=O)NC(=O)CCCc2ccc(O)cc2)cc1,-5.2837,3.07,0.819,75.63,327.38,2,4,7
Cc1cc2cc[nH]c2cc1C1CCN(Cc2cccc(N(=O)=O)c2)CC1,-5.2836,4.764,0.545,62.17,349.43,1,3,4
CC(=O)c1cccc(Nc2ccnc(Nc3ccc(F)c(C#N)c3)c2)c1,-5.2789,4.782,0.65,77.81,346.37,2,5,5
CCCN1C=CC(NC(=O)c2ccc(Cl)cc2)C(=O)N1CCNC(=O)OCc1ccccc1,-5.277,3.348,0.586,90.98,470.96,2,5,9
CCOC(=O)N1CC(O)CN(C(=O)C=Cc2c(F)ccc3cc(C(=O)C(C)(C)C)ccc23)C(C)C1,-5.2748,4.271,0.517,87.15,484.57,1,5,4
CC1OC(n2nnnc2NC(=O)CC2CCN(Cc3ccc(CNC(=O)C(C)(C)C)cc3)CC2)C(O)C1O,-5.272,1.215,0.395,154.73,529.64,4,9,8
COc1ccccc1NC(=O)CSC1=NC(=O)c2cc(C#CCOC(C)=O)ccc2N(=O)=CC1=O,-5.2696,1.243,0.177,138.6,493.5,1,9,6
CC(C)(C)C(NC(=O)C(NC(=O)OCc1c[nH]c2ccccc12)C(=O)O)C(=O)NCc1ccccc1,-5.2631,2.695,0.289,149.62,494.55,5,5,9
CCOC(=O)N1CCCC1c1ccc(NC(=O)COc2ccccc2C)nn1,-5.2615,3.096,0.823,93.65,384.44,1,6,6
COC(=O)c1ccc(NN=C2CC(=O)NC(=S)N2Cc2ccc(NC(=O)NC(C)(C)C)cc2)c(C(N)=O)c1,-5.2518,2.524,0.203,167.25,539.62,5,8,7
CC(=O)Nc1ccc(C(=O)Oc2ccc(OC3CC4CCC(C3)N4CCN(C)CC3CC3)cc2)c(C)c1,-5.2451,4.889,0.366,71.11,505.66,1,6,10
CNC(=O)Cc1ccc(NC(=O)C(CC(=O)NCc2ccccc2)C2=CC=CNC2=O)cc1,-5.2441,2.092,0.402,120.16,446.51,4,4,9
N#Cc1cccc(CCNC(=O)C(NC(=O)c2cccc(F)c2)C(=O)NCCc2ccc(OC(=O)NCc3ccccc3)cc2)c1,-5.2436,3.802,0.167,149.42,621.67,4,6,13
COc1cccc(C2=NOC(C(=O)NC3CCCC3)C2)c1,-5.2227,2.247,0.924,59.92,288.35,1,4,4
COc1ccc2c(cc(C(=O)NC3CNC4(CCCCC4)C3)n2C)c1O,-5.2144,2.687,0.789,75.52,357.45,3,4,3
CCCNC(N)=NC(=O)c1cccc(Oc2ccccc2C)c1,-5.2134,3.242,0.656,76.71,311.39,2,2,5
O=C(O)CN1CCCC(C(=O)COc2ccc(N(=O)=O)cc2)CC1,-5.212,1.729,0.596,109.98,336.34,1,6,7
NC(=O)C(Cc1ccc(-c2ccccc2)cc1)CC(O)C1OCc2cccc(O)c21,-5.211,3.726,0.56,92.78,403.48,3,4,7
Cc1cccc(S(=O)(=O)N2CCN(C3CCN(S(=O)(=O)c4ccccc4)C3)C2)c1,-5.2047,1.722,0.715,78.0,435.57,0,5,5
O=C(NC1CCCCCC1)C1=CC(=O)c2ccc(N3CCCCC3)cc2O1,-5.1995,4.236,0.823,62.55,368.48,1,4,3
CCC(CO)C(O)=CC(=O)c1ccc(OC(C)=O)c(OC)c1,-5.1934,2.264,0.264,93.06,308.33,2,6,7
COc1ccc(C(=O)N(c2ccc(Sc3ncccn3)cc2Cl)N(=O)=O)cc1,-5.1917,4.128,0.338,98.46,416.85,0,7,6
CC(C)CC(NC(=O)c1csc(N(=O)=O)n1)C(=O)NC1CCCC1,-5.18,2.255,0.576,114.23,354.43,2,6,7
O=C(OC1=C(O)c2ccccc2C(=O)N1CF)c1ccc(Cl)cc1,-5.1689,3.507,0.736,68.53,347.73,1,4,3
CCOc1nc(NCc2ccc(Cc3ccccc3)cn2)ccc1C(F)(F)F,-5.166,5.097,0.613,47.04,387.41,1,4,7
COc1ccc(C2=CC(=O)c3ccc(OC)cc3OC2=Cc2ccc(OC)c(OC)c2)cc1,-5.1579,5.421,0.506,63.22,444.48,0,6,6
CCOc1ncccc1Oc1nc2c(n1CCn1cncc1C(=O)c1ccccc1)CN(C1CCN(C(C)=O)C1)C2,-5.1574,3.533,0.274,107.61,555.64,0,8,10
COc1ccc2c(OC)cccc2c1OC(=O)c1cccc([O-])c1CCl,-5.154,3.889,0.386,67.82,371.8,0,5,5
CC(=O)OC1C2CC(C(=O)C2c2ccc(Cl)cc2)C1N(C)C,-5.1525,2.504,0.803,46.61,321.8,0,4,3
COc1ccccc1CN1CCC2(CC1)NC(=O)c1ccccc12,-5.1511,2.93,0.945,41.57,322.41,1,3,3
OC(Cn1cnc2nc(Nc3ccc(C(F)(F)F)cc3)ccc21)c1ccccc1,-5.1444,4.927,0.501,62.97,398.39,2,4,5
CC1(CO)Cc2nnc(-c3ccccc3)nc2N(Cc2ccc3c(c2)OCO3)C1,-5.1386,2.829,0.734,80.6,390.44,1,7,4
C=C1Oc2cc3ccc2C1=NN(C)C3=O,-5.1373,0.463,0.62,45.81,200.2,0,3,0
CCNC(=O)COC(=O)c1ccc(CN2CCC(Oc3ccccc3)CC2)cc1,-5.1316,3.023,0.695,67.87,396.49,1,5,8
CSc1nc(-c2ccc(CCOc3cc(N(C(=O)O)C(C)C(N)=O)ccc3C(C)C)cc2)cs1,-5.1307,5.635,0.35,105.75,499.66,2,6,10
COc1ccccc1N1CCN(CC(=O)NCc2ccco2)C2=C(C1)C(O)C(C)(C)CC2=O,-5.1236,2.341,0.693,95.25,453.54,2,7,6
Cc1ccccc1S(=O)(=O)NC1=NC(=O)N(CC2CCCCC2)C1=N,-5.1228,2.665,0.86,102.69,362.46,2,4,4
C=CCN1C(=O)n2c(C)c(-c3ccc3OC)nc1C(=O)N1CCC2C(C)C1,-5.1201,2.261,0.715,65.45,368.44,0,4,4
Cn1cc(CNc2ccc(-c3nnc(CCC4CC4)-c4c(Cl)cccc4C3(O)CO)cn2)nn1,-5.1084,3.053,0.456,120.81,479.97,3,8,8
N#N=C(Nc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,-5.1029,4.589,0.32,69.69,316.36,2,1,4
CCCc1c(C(=O)OCC(=O)c2ccccc2)[nH]c(C)c1C,-5.0991,3.624,0.654,59.16,299.37,1,3,6
CCC(=O)NCC(=O)N1CCC(Cc2ccc3c(c2)CCO3)C1,-5.0866,1.539,0.896,58.64,316.4,1,3,5
COc1ccc(CC(=O)NNC(=O)c2ccccc2OC(C)C)cc1,-5.0861,2.486,0.791,76.66,342.4,2,4,6
CCC(=O)Nc1cc(C(=O)N(Cc2ccccc2)CC(O)C(N)Cc2ccc(OC)cc2)cnn1,-5.0797,2.407,0.386,130.67,477.57,3,7,11
CCCCn1cnc(N2C(=O)N(CCC)C(=O)c3ccccc32)c1,-5.0759,2.559,0.699,61.82,326.4,0,3,6
Nc1ncc(-c2ccc(C(=O)NCCC(=O)NCc3nonc3N)cc2)s1,-5.0571,0.794,0.462,162.05,387.43,4,9,7
CC(=O)C(Cc1ccc(O)c(O)c1)NC(=O)CC1CCC(C)CC1,-5.0546,2.931,0.699,86.63,333.43,3,4,6
CC(C)CCNC(=O)c1ccccc1Oc1ccccc1Cl,-5.0542,4.908,0.822,38.33,317.82,1,2,6
CC(C)CCCCn1ccc(C2CCCN(CCNC(=O)c3ccc4c(c3)OCO4)C2)n1,-5.0451,4.048,0.565,68.62,440.59,1,5,10
CN1C(=O)c2ccccc2Sc2ccc(c3nc(N)c4C3C(C)(C)C(C)(C)N4Cc3ccccc3)cc21,-5.0336,6.295,0.451,61.93,508.69,1,5,3
CCCCCCCS(=O)(=O)Nc1cccc(Cl)c1,-5.0198,4.052,0.734,46.17,289.83,1,2,8
CC12OCC(C(O)CC(=O)O1)C(c1ncBsc1C(=O)Nc1ccc(Cl)cc1)OC1COC2CO1,-5.0069,1.414,0.448,124.91,522.77,2,10,3
CN1C(=O)NC(=O)c2c(C(=O)NNC(=O)c3ccccc3Cl)cc(Cl)nc21,-4.9998,1.003,0.431,125.95,408.2,3,5,2
NCCNc1cc(C2=NNC(=O)C(=O)N2)nc(-c2ccccc2)c1,-4.999,0.558,0.507,129.55,324.34,4,6,5
COc1cccnc1-c1cccc(-c2ccc(CC(N)=O)cc2)c1,-4.9961,3.452,0.783,65.21,318.38,1,3,5
Nc1ccc(Nc2ncnc3c2ncn3-c2ccccc2-c2ncccc2Cl)cc1,-4.9874,4.857,0.409,94.54,413.87,2,6,4
O=C(NO)c1cccnc1-c1cccc(-c2ccc(N3CCOCC3)nc2)c1,-4.9834,2.766,0.538,87.58,376.42,2,6,4
COC(=O)C1=C(N)N(C(=O)c2cc(C)cc(C)c2)C(c2ccc(N3CCN(C)CC3)cc2)=NO1,-4.9742,2.19,0.694,100.7,463.54,1,8,4
CC(=O)NCCNC(=O)c1cccc(C)c1N1CCN(S(=O)(=O)c2cccc(C)c2)CC1,-4.9728,1.68,0.615,98.82,458.58,2,5,7
COc1cc(C(=O)NN=Cc2ccc(OC(F)(F)F)cc2)cc(OC)c1OC,-4.9706,3.375,0.572,78.38,398.34,1,6,7
CN1CCCC1C1CC(C(NCc2ccccc2)C(=O)NCC(=O)O)CN1C(=O)c1cccc2ccccc12,-4.9598,3.124,0.395,101.98,528.65,3,5,9
Cc1ccc(C(=O)NC(CNC(=O)c2ccc(F)c(F)c2)S(=O)(=O)Nc2cccnc2)cc1,-4.9549,2.596,0.464,117.26,474.49,3,5,8
CC(=O)c1ccc(SC(C)C2CCC(C(=O)O)CC2)cc1,-4.9484,4.261,0.652,54.37,306.43,1,3,5
CC(=O)C(NC(=O)C=C(C(=O)Nc1ccc(COC2CCN(C)CC2)cc1)C(C)CCc1ccccc1)C(C)C,-4.9468,5.161,0.338,87.74,547.74,2,5,13
CCCCOc1cccc(N2C=C(c3ncc(Cl)nc3C)C(=O)NCC(=O)N(C)C2=O)c1,-4.9402,3.173,0.668,104.73,457.92,1,6,6
Clc1cccc(COc2ccnc(C3CCC(Cc4ccccc4)C3)n2)c1,-4.9402,5.835,0.54,35.01,378.9,0,3,6
CCOC(=O)NC1(C(=O)Nc2ccc3c(c2)CCN(Cc2ccccc2)C3)CCCCC1,-4.9388,4.632,0.694,70.67,435.57,2,4,6
Cc1cc(C(=O)N(CC2=Cc3ccccc3CC2)c2cccc3c2C=CC(=O)N3)no1,-4.9346,4.501,0.536,79.2,411.46,1,4,4
Cc1cc(C(=O)Nc2ccccc2)ncc1NCCN1CCN(Cc2ccc(F)cc2Cl)CC1,-4.9103,4.665,0.49,60.5,482.0,2,5,8
O=C(O)C=Cc1cc2cc(C(=O)N3CCCC3)ccc2[nH]1,-4.9092,2.502,0.85,73.4,284.31,2,2,3
O=C(O)CCCNC(=O)C(c1ccccc1)N(C(=O)C1CC1)c1cccc(Cl)c1,-4.9066,3.805,0.611,86.71,414.89,2,3,9
COc1ccc(CCCCCC=CCCOc2ccc(OC)cc2)cc1,-4.8952,5.832,0.354,27.69,354.49,0,3,12
O=C(NCc1ccccc1)C(=O)NC(Cc1ccccc1)Oc1ccc(Cl)cc1,-4.8856,3.72,0.462,67.43,408.89,2,3,7
COc1cccc(CCNC(=O)C(=O)Nc2ncc(C(F)(F)F)cc2Nc2ccccc2O)c1,-4.8825,3.856,0.306,112.58,474.44,4,6,7
Cc1cc(P(=O)(O)O)ccc1NC(=O)N1CCCC1C(=O)NCc1ccccc1,-4.8743,2.111,0.556,118.97,417.4,4,3,5
Cc1ccc(CNC2CCC(O)C(COc3ccccc3)CC2)cc1,-4.8717,4.083,0.779,41.49,339.48,2,3,6
Nc1nc(Nn2ccnc2N2CCC(c3ccccc3)CC2)ccc1-c1ccncc1,-4.8629,4.182,0.512,84.89,411.51,2,6,5
Cc1ccc(S(=O)(=O)OCC(=O)N2CCN(CC3CCOC3)CC2)cc1C,-4.8603,1.189,0.673,76.15,396.51,0,6,6
CC(C)C1NC(=O)C(CC(N)=O)NC(=O)C(Cc2ccccc2)NC(=O)C(C)(C)C(=O)O1,-4.8583,-0.245,0.361,156.69,446.5,4,6,5
Cc1ccc(S(=O)(=O)n2nc3c(c2CN2CC=CC2)CSC3)cc1,-4.858,2.547,0.784,55.2,361.49,0,5,4
COc1ccc(C2CC(=O)C(=Cc3ccc(NS(C)(=O)=O)cc3Cl)C(=O)NC2=O)cc1,-4.8519,2.503,0.4,118.64,462.91,2,6,5
Cc1cc(C)c(C(=O)N2CCCCC2)c(CC2=NOC(=O)N2c2ccccc2)n1,-4.8474,3.054,0.682,81.23,392.46,0,5,4
N=C(N)NCCCOc1ccc(C(O)COc2ccccc2)cc1,-4.8317,2.051,0.32,100.59,329.4,4,4,9
Cc1cccc(C(=O)N2CC3CC2C3(O)C(=O)Nc2ccc3c(c2)OCO3)c1,-4.8169,1.938,0.85,88.1,380.4,2,5,3
O=C(CN(C(=O)c1ccc[nH]1)S(=O)(=O)c1ccccc1)NCc1ccc(Cl)cc1Cl,-4.8138,3.469,0.557,99.34,466.35,2,4,7
O=C(CN1C(=O)NN=C1SCc1ccccc1)NCc1ccc(Cl)cc1,-4.8116,2.834,0.61,79.78,388.88,2,4,7
CC(NC(=O)c1ccc(Cl)cc1)C1CC(=O)N(Cc2ccccc2OCCO)C1=O,-4.797,2.405,0.627,95.94,430.89,2,5,8
CCCc1ccc(OS(=O)(=O)CCC(=O)O)cc1,-4.7916,1.822,0.766,80.67,272.32,1,4,7
COc1cc2ncc(S(=O)(=O)NCCN3CCCCC3)cc2cc1CF,-4.7897,2.477,0.798,71.53,381.47,1,5,7
O=C1C=C(c2ccccc2)SC(c2ccc(N(=O)=O)cc2)N1O,-4.7762,3.599,0.529,83.68,328.35,1,5,3
CCCC(=O)NN=Cc1ccccc1C=NNc1ccccc1,-4.7684,3.383,0.608,65.85,308.39,2,4,7
CSc1ccc(C(=O)Nc2cnc(-c3ccc(C(F)(F)F)cc3)cn2)cc1,-4.7512,5.137,0.628,54.88,389.4,1,4,4
CCCCCCCCCCCCN1CCN(C(=O)C2CCCN(C)C2)CC1,-4.7473,4.393,0.47,26.79,379.63,0,3,12
CC(CCCc1ccc(OCc2ccccc2)cc1)NC1CCCCC1,-4.7471,5.899,0.607,21.26,351.53,1,2,9
CC1=NNC(=S)N1COC(CO)C(=O)Nc1ccccc1-c1nc2ccccc2[nH]1,-4.7333,2.766,0.339,120.85,424.49,4,6,7
Cc1ccc(C(=O)NC(C)(C)c2ccc(Cl)cc2)c2c1NC(=O)C=C2,-4.7207,4.155,0.742,61.96,354.84,2,2,3
CCC1(CC)CCC(=CC(=O)c2ccc(O)cc2)C(O)C1O,-4.7153,2.823,0.59,77.76,304.39,3,4,4
NC(CCNC(=S)Nc1ccccc1)C(=O)NCCc1ccccc1,-4.7128,2.049,0.545,79.18,356.5,4,3,8
CN(C)CCCN(C(=O)c1ccccc1)C1CCC(Oc2ccccc2C(F)(F)F)CC1,-4.7104,5.49,0.535,32.78,448.53,0,3,8
O=C(CC1(SC(=S)NCc2ccc(N(=O)=O)cc2)CCNCC1)NC1CCCC1,-4.7086,3.274,0.343,96.3,436.6,3,6,7
CCc1ccc(NC(=O)NC(=O)COc2ccccc2C)cc1,-4.7003,3.285,0.89,67.43,312.37,2,3,5
CCCc1ccc(NC(=O)c2cc3c(cc2C(=O)NO)OC=N3)cc1,-4.6761,3.152,0.489,104.46,339.35,3,5,5
Cc1ccc(C(=O)NS(=O)(=O)c2ccc(N(C)N=O)cc2)n1C,-4.6725,1.57,0.66,100.84,336.37,1,5,5
FC(F)(F)c1ccc(Nc2ncnc3ccc(NCc4ccccc4)cc23)cc1,-4.6577,6.004,0.436,49.84,394.4,2,4,5
Cc1ccc(-n2c3ccccc3c3cnc(NCCN(C)C)cc32)cc1,-4.634,4.461,0.58,33.09,344.46,1,3,5
Nc1ccc2ncnc(Nc3cccc(S(=O)(=O)O)c3)c2c1,-4.6319,2.202,0.5,118.2,316.34,3,6,3
CCCCCS(=O)(=O)c1ccc2c(c1)OC(=O)C=C2,-4.6186,2.757,0.624,64.35,280.34,0,4,5
C=C(C)c1ccc(C(O)=C(C)NC2=C(C(=O)NCCCC)C(=O)OC2=O)cc1,-4.6163,2.81,0.209,104.73,384.43,3,6,8
CC(C)N(Cc1nccn1C)C(=O)c1cc2cc(N3CCNCC3)ccc2o1,-4.5959,2.627,0.736,66.54,381.48,1,5,5
NC(=O)CN1Cc2c1nc(Cl)c(N(=O)=O)c2F,-4.5922,0.588,0.487,102.36,260.61,1,5,3
CC(=O)Nc1ccc(NC(=O)COC(=S)NC(=O)OC(C)C)cc1,-4.5775,2.02,0.7,105.76,353.4,3,6,5
Cc1ccc(S(=O)(=O)NC(=O)Cc2c(C)csc2Br)cc1,-4.5656,3.175,0.875,63.24,388.31,1,4,4
COc1cccc(CCNc2ncc3c(n2)CCCC3)n1,-4.5581,2.414,0.913,59.93,284.36,1,5,5
CC1=CC(=O)Oc2cc(O)c(Oc3ccc(C(F)(F)F)cc3)cc21,-4.5498,4.618,0.694,59.67,336.26,1,4,2
C=CCN1C(c2ccccc2)=C(Cc2ccccc2)C(=O)NN1CC(C)C,-4.5367,4.046,0.756,35.58,361.49,1,3,7
CC(=O)c1ccc(C(=O)NN=Cc2ccc(OCC(F)F)cc2)s1,-4.5354,3.359,0.472,67.76,352.36,1,5,7
COc1ccccc1C(=O)NN=Cc1c(OC)cccc1OC,-4.5183,2.476,0.657,69.15,314.34,1,5,6
COc1ccc(NC(=O)Nc2ccc3c(c2)CCCC3)cc1,-4.5158,4.218,0.891,50.36,296.37,2,2,3
COc1ccccc1NC(=O)CSC1=NC(=O)N1,-4.5077,1.446,0.863,79.79,265.29,2,4,4
CCC(CC1CCNCC1)NC(=O)c1nc(-c2cccc(N)n2)n(CCNC(=O)C(F)(F)F)n1,-4.5021,1.499,0.425,139.85,482.51,4,7,9
CC(C)CCCNC(=S)Nc1ccc2c(Cl)cnn2c1,-4.4976,3.71,0.652,41.36,310.85,2,2,5
CCc1ccc(C)c(S(=O)(=O)N(CCNC(=N)N)S(=O)(=O)c2ccc(N)cc2)c1,-4.4957,1.002,0.271,159.44,439.56,4,6,8
CCC(C)NC(=O)C=Cc1cc(N(=O)=O)ccc1O,-4.4943,2.228,0.484,92.47,264.28,2,4,5
Cc1cc(C(=O)N2CN(c3ccccc3)C(c3ccccc3F)=N2)no1,-4.4935,3.404,0.726,61.94,350.35,0,5,3
NS(=O)(=O)c1ccc(NC(=O)c2cccc(Cl)c2)cc1,-4.4774,2.24,0.911,89.26,310.76,2,3,3
CCc1ccc(S(=O)(=O)Nc2ccccc2C(N)=O)cc1,-4.4649,2.149,0.887,89.26,304.37,2,3,5
COc1cc2c(cc1OCCCN1CCCC(C)(C(=O)O)CC1)N(CC(O)c1cccc(C#N)c1)CC2,-4.4543,4.009,0.465,106.26,507.63,2,7,10
CC(C)NCC(O)COc1ccc(N=Nc2cccc(F)c2)cc1,-4.4542,3.979,0.719,66.21,331.39,2,5,8
O=C(O)CCCC1CC1c1ccccc1,-4.4392,3.045,0.8,37.3,204.27,1,1,5
CC(Cn1ncc(-c2ccccc2)c1CCCCO)C1CCCC1,-4.4378,4.691,0.715,38.05,326.48,1,2,8
CCOC(=O)C(Cc1ccc(OCCCN2CCOCC2)cn1)C(=O)OCC1(NC(=O)N(C)C)CCCC1,-4.4268,2.032,0.23,119.53,534.65,1,9,13
O=C(Cc1ccccc1N(=O)=O)NCCC12CC3CC(CC(C3)C1)C2,-4.4237,3.86,0.63,72.24,342.44,1,3,6
COc1ccc(NC(=O)NCC2CCN(c3ncnc(-c4cccnc4)n3)C2)cc1,-4.4137,2.59,0.649,105.16,405.46,2,7,6
COc1cc(C)c2c(C#N)c(-c3ccc(C)cc3)[nH]c2c1OC,-4.4096,4.341,0.783,58.04,306.37,1,3,3
COc1ccc(N(C(=O)c2ccsn2)c2ccccc2)cc1OC,-4.3991,4.139,0.7,51.66,340.4,0,5,5
Cc1ccc(S(=O)(=O)N(Cc2nccnc2C)C2=C(O)C(=O)NN=C2)cc1,-4.3975,1.278,0.674,129.14,387.42,2,7,5
COc1cccc(-c2nc(N)nc3c2CCC(C)(C)O3)c1,-4.3955,2.838,0.918,70.26,285.35,1,5,2
CCc1cc(C)cc(OCc2cccnc2)c1CNC(C)C(O)COc1ccccc1,-4.395,4.449,0.48,63.61,420.55,2,5,11
Cc1cccc(SCC(=O)NC(=S)Nc2ccc(Cl)cc2)c1,-4.3894,4.254,0.638,41.13,350.9,2,3,4
CC(C)CC(NC(=O)C(CCCCNC(=O)c1ccc(Cl)cc1)C(=O)NC(C(=O)O)C(C)C)c1ccccc1,-4.3715,4.985,0.181,124.6,558.12,4,4,15
NS(=O)(=O)c1ccc(-c2cscc2C(O)c2ccccc2)cc1,-4.3653,3.144,0.762,80.39,345.44,2,4,4
C=C1CCC2(C)C(CCC2(C)CC(=O)NCCCN(CC)CC)C2CCC3CC(O)C3CC(O)CC12,-4.3602,5.162,0.317,72.8,502.78,3,4,8
Cc1ccc(N2N=C(Cc3ccccc3)CCc3nc(N)ncc32)cc1,-4.3592,4.05,0.779,67.4,343.43,1,5,3
O=C(c1ccc(Cl)cc1)N1CCN(Nc2ccccc2)CC1,-4.3515,3.125,0.945,35.58,315.8,1,3,3
NCCCCCCN1CCN(c2ccc(C(=O)Cn3cc(C(F)(F)F)cn3)cc2)CC1,-4.3509,3.426,0.456,67.39,437.51,1,5,10
CC1=CC(CS(=O)(=O)c2ccc(C)cc2)C(=O)NC1=O,-4.3495,0.988,0.843,80.31,293.34,1,4,3
O=C(CC(O)C(=O)O)NCc1ccc(OCCOC(COC(=O)c2ccccc2)C(=O)O)cc1OCCCN1CCN(Cc2ccccc2)CC1,-4.3234,2.431,0.094,184.4,707.78,4,11,21
CC(C)(C)NC(=O)CCc1n[nH]c(-c2ccccc2)n1,-4.3085,2.319,0.897,70.67,272.35,2,3,4
Cc1ccc(C)c2c1N=CN(CC(=O)Nc1ccc(F)cc1)C2=O,-4.3077,2.791,0.805,63.99,325.34,1,3,3
CC1(C)OC(=O)C(CN2CCC(c3ccc(OC(N)=O)cc3)CC2)C1=O,-4.3069,1.844,0.65,98.93,360.41,1,6,4
Cc1c(C(=O)O)c[nH]c1SCC(=O)Nc1cccs1,-4.2996,2.814,0.741,82.19,296.37,3,4,5
COc1ccc(C(=O)C2(O)COC(OC)C(n3cnc4c(NCCC(C)C)ncnc43)C2)cc1,-4.2992,2.841,0.456,120.62,469.54,2,9,9
CC1=CCCCN(Cc2ccc(CC(C)C(=O)O)cc2)C1,-4.287,3.492,0.843,40.54,287.4,1,2,5
C=Cc1nc2ccc(N3CCN(c4ncnc5ncncc45)CC3)cc2[nH]1,-4.2849,2.266,0.601,86.72,358.41,1,7,3
CN(Cc1ccc(F)cc1)C1CCOC1OS(=O)(=O)c1ccc(ONC(=O)C(CC(F)F)C(=O)O)cc1,-4.2845,2.544,0.234,131.47,546.52,2,8,12
Cc1ccc(N)cc1CCC(=O)Nc1ccccc1C,-4.2801,3.457,0.834,55.12,268.36,2,2,4
CCCN1C(=O)N(C)C(=O)C(N)=C1CS(=O)(=O)c1ccc(OC)cc1,-4.2668,0.522,0.796,113.39,367.43,1,6,6
Cc1cccc(C)c1CC(=O)NCCN1CCCCc2cnccc21,-4.2668,3.2,0.911,45.23,337.47,1,3,5
O=C1Nc2ccc(OC(=O)c3ccc(Nc4ncc5n4CCCO5)nc3)cc2C1=O,-4.2641,2.158,0.384,124.44,405.37,2,8,4
Cn1cc(CN(C2CCCCC2)S(C)(=O)=O)c2cc(C(=O)OCCF)ccc21,-4.2594,3.399,0.656,68.61,410.51,0,4,7
O=C(c1ccc2ccncc2c1)N1CCCC(c2ccc(F)cc2)C1,-4.2447,4.394,0.696,33.2,334.39,0,2,2
CCC(C=CC1=CC(C)=C(C)C(=O)N1C(=O)NC1CC2CC3CC(C2)CC1C3)CC,-4.2427,5.687,0.678,51.1,410.6,1,2,5
Cc1ccccc1C(=O)Nc1nc2ccccc2s1,-4.237,3.857,0.767,41.99,268.34,1,3,2
N#CCN1CCN(c2ccccc2)CC1NS(=O)(=O)c1cccc(Cl)c1,-4.2317,2.29,0.792,76.44,390.9,1,5,5
CC(COC(=O)c1ccc(N(=O)=O)cn1)CC(C=CCCc1ccccc1)=Cc1ccccc1,-4.205,6.445,0.143,82.33,456.54,0,5,11
CCC(CC)Oc1cc(CCc2ccc(O)cc2)cc(O)c1C(=O)OCOC(=O)C=Cc1cccc(C(F)(F)F)c1,-4.2007,6.84,0.139,102.29,572.58,2,7,12
CN(C)C1C(=O)N(CCCNC(=O)c2ccc(Cl)cc2)C1c1ccccc1,-4.1881,2.974,0.589,52.65,385.9,1,3,7
COc1cc(CN2CCNC(C(=O)c3ccc4c(c3)OCCO4)C2)ccc1O,-4.1794,1.829,0.762,80.26,384.43,2,7,5
Cc1ccc(CSc2cccc(C#N)c2)c(C)c1,-4.1781,4.467,0.754,23.79,253.37,0,2,3
COc1ccc(C=NNC(=O)CN2NC(N)=Nc3c(C)cccc32)c(OC)c1OC,-4.1768,1.442,0.464,122.8,412.45,3,9,7
CCOC(=O)CN(CC(O)C(Cc1ccccc1)C(N)=O)c1ccccc1C,-4.1729,2.07,0.612,92.86,384.48,2,5,10
Cc1cccc(NC(=S)NCc2ccc3c(c2)OCO3)c1Cl,-4.1617,3.864,0.834,42.52,334.83,2,3,3
N#CC(=Cc1ccccc1F)C(=O)Nc1ccc(Cl)cc1,-4.1611,4.025,0.687,52.89,300.72,1,2,3
Cc1cc(Cl)cnc1NC(NC(=O)C(C)(C)C)C(=O)Nc1cccc(C(F)(F)F)c1,-4.1533,4.601,0.591,83.12,442.87,3,4,5
O=C(C=Cc1ccc(Cl)cc1)OC1C(C(=O)Nc2ccc(F)cc2)OC(C(=O)O)C(O)C1O,-4.1323,1.617,0.361,142.39,479.84,4,7,6
CC(CNS(=O)(=O)c1ccccc1)COCc1cccnc1OCc1cccs1,-4.1296,3.853,0.498,77.52,432.57,1,6,11
COc1ccc(Cc2nc3ccccc3[nH]2)cc1,-4.1222,3.162,0.761,37.91,238.29,1,2,3
COc1cc(OC)c(C(=O)OCC(O)CCO)cc1C=O,-4.1117,0.416,0.529,102.29,298.29,2,7,8
OC(C1CCCCC1)C1CCN2CCN(c3ccccc3)CC12,-4.1005,3.138,0.928,26.71,314.47,1,3,3
C=CCNCCc1cccc2ccc(OCCN3CCCCC3)cc12,-4.0893,4.023,0.552,24.5,338.5,1,3,9
CCn1c(SCC2(C)CCCC(C)(C)CC2C(=O)N(C)C2CCCCC2)nc2cccnc21,-4.0772,6.557,0.354,51.02,470.73,0,4,6
CCCCNC(=O)NCCCCC(=O)N(OC(C)=O)c1ccc(OC)cc1,-4.0589,2.776,0.481,96.97,379.46,2,5,10
CCN1C(=O)C(N2CCC(c3ccccc3)CC2)S1(=O)=O,-4.0561,1.384,0.846,57.69,308.4,0,4,3
COc1ccc(C2=C(C(=O)Nc3ccccc3C)C=NNC2=O)cn1,-4.0396,2.401,0.762,96.97,336.35,2,5,4
